elev_inspect_badge,elev_inspect_date,nyc_BIN,location,elev_inspect_type
9028,2016-09-27,1047125,"40.7852290,-73.9539772",ROUTINE
9028,2016-09-27,1047125,"40.7852290,-73.9539772",ROUTINE
9028,2016-09-27,1047134,"40.7863187,-73.9563802",ROUTINE
9028,2016-09-27,1047134,"40.7863187,-73.9563802",ROUTINE
9028,2016-09-27,1047431,"40.7861278,-73.9532508",ROUTINE
9028,2016-09-27,1047431,"40.7861278,-73.9532508",ROUTINE
9028,2016-09-27,1047431,"40.7861278,-73.9532508",ROUTINE
9028,2016-09-27,1047431,"40.7861278,-73.9532508",ROUTINE
9028,2016-09-27,1047431,"40.7861278,-73.9532508",ROUTINE
2715,2016-09-27,1043974,"40.7694165,-73.9583398",COMPLAINT
9028,2016-09-27,3206440,"40.6301763,-73.9467623",ROUTINE
2528,2016-09-27,4451596,"40.7284343,-73.8122239","VIOLATION REINSPECTION"
9031,2016-09-26,1089237,"40.7445127,-73.9724833",SURVEY
9031,2016-09-26,1089237,"40.7445127,-73.9724833",SURVEY
9027,2016-09-26,3340238,"40.6457655,-73.8819401",ROUTINE
9027,2016-09-26,3340238,"40.6457655,-73.8819401",ROUTINE
9027,2016-09-26,3345673,"40.6469682,-73.8826531",ROUTINE
9027,2016-09-26,3342908,"40.6499433,-73.8860943",ROUTINE
9027,2016-09-26,3342908,"40.6499433,-73.8860943",ROUTINE
9027,2016-09-26,3343589,"40.6491659,-73.8812683",ROUTINE
9027,2016-09-26,3343589,"40.6491659,-73.8812683",ROUTINE
9027,2016-09-26,3342903,"40.6486601,-73.8831724",ROUTINE
9027,2016-09-26,3342903,"40.6486601,-73.8831724",ROUTINE
9027,2016-09-26,3342907,"40.6473674,-73.8840831",ROUTINE
9027,2016-09-26,3343588,"40.6494408,-73.8821485",ROUTINE
9027,2016-09-26,3342907,"40.6473674,-73.8840831",ROUTINE
9027,2016-09-26,3343588,"40.6494408,-73.8821485",ROUTINE
9027,2016-09-26,3343596,"40.6485639,-73.8821944",ROUTINE
9027,2016-09-26,3343596,"40.6485639,-73.8821944",ROUTINE
9028,2016-09-26,1046833,"40.7798907,-73.9578649",ROUTINE
9028,2016-09-26,1046833,"40.7798907,-73.9578649",ROUTINE
2542,2016-09-26,1015862,"40.7484799,-73.9854246",SPECIAL
2542,2016-09-26,1015862,"40.7484799,-73.9854246",SPECIAL
9028,2016-09-26,1047101,"40.7860940,-73.9566730",ROUTINE
9028,2016-09-26,1047101,"40.7860940,-73.9566730",ROUTINE
9028,2016-09-26,1047101,"40.7860940,-73.9566730",ROUTINE
9028,2016-09-26,1047101,"40.7860940,-73.9566730",ROUTINE
2527,2016-09-26,1088760,"40.7575067,-73.9877717",SPECIAL
2527,2016-09-26,1088760,"40.7575067,-73.9877717",SPECIAL
9028,2016-09-26,1046825,"40.7803465,-73.9602470",ROUTINE
9028,2016-09-26,1046825,"40.7803465,-73.9602470",ROUTINE
9028,2016-09-26,1047405,"40.7864850,-73.9551020",ROUTINE
2607,2016-09-26,3030046,"40.6773010,-73.9480430",COMPLAINT
2547,2016-09-26,3117583,"40.6452960,-73.9625730",SURVEY
9028,2016-09-26,1046834,"40.7802478,-73.9575980",ROUTINE
9028,2016-09-26,1046834,"40.7802478,-73.9575980",ROUTINE
9028,2016-09-26,1046834,"40.7802478,-73.9575980",ROUTINE
2670,2016-09-26,4113635,"40.7617890,-73.8243270",COMPLAINT
2689,2016-09-26,1007581,"40.7233640,-73.9985200",SURVEY
2689,2016-09-26,1007581,"40.7233640,-73.9985200",SURVEY
2788,2016-09-26,1015201,"40.7499390,-73.9881679",SPECIAL
9027,2016-09-26,3394375,"40.6754230,-73.9997930",ROUTINE
9027,2016-09-26,3394375,"40.6754230,-73.9997930",ROUTINE
2714,2016-09-26,3095889,"40.6728089,-73.8660208",COMPLAINT
2528,2016-09-26,4113662,"40.7620500,-73.8218360",SURVEY
2666,2016-09-26,2098317,"40.8298798,-73.9067654",COMPLAINT
2666,2016-09-26,2098317,"40.8298798,-73.9067654",COMPLAINT
9027,2016-09-26,2048781,"40.8533240,-73.8686010",ROUTINE
9027,2016-09-26,2048781,"40.8533240,-73.8686010",ROUTINE
2713,2016-09-26,2013718,"40.8560550,-73.9001350",COMPLAINT
2741,2016-09-26,3398367,"40.6699670,-73.9316580",COMPLAINT
2741,2016-09-26,3398367,"40.6699670,-73.9316580",COMPLAINT
9055,2016-09-26,3823119,"40.6551820,-73.9497710",SURVEY
9028,2016-09-26,1046825,"40.7803465,-73.9602470",ROUTINE
9028,2016-09-26,1046825,"40.7803465,-73.9602470",ROUTINE
2559,2016-09-26,3325854,"40.7071565,-73.9434552",COMPLAINT
2670,2016-09-26,4030033,"40.7488010,-73.8847840",COMPLAINT
2670,2016-09-26,4029987,"40.7494139,-73.8854956",COMPLAINT
9027,2016-09-26,1034472,"40.7578871,-73.9809130",ROUTINE
9027,2016-09-26,1034472,"40.7578871,-73.9809130",ROUTINE
2607,2016-09-26,3029966,"40.6773731,-73.9531475",COMPLAINT
2607,2016-09-26,3029966,"40.6773731,-73.9531475",SURVEY
2777,2016-09-26,1085146,"40.7957670,-73.9341150",COMPLAINT
9028,2016-09-26,1047404,"40.7862809,-73.9540279",ROUTINE
2666,2016-09-26,2116648,"40.8242172,-73.9117342",COMPLAINT
2666,2016-09-26,2116648,"40.8242172,-73.9117342",COMPLAINT
2666,2016-09-26,2116648,"40.8242172,-73.9117342",SURVEY
2689,2016-09-26,1083423,"40.7163270,-73.9860209",SURVEY
2689,2016-09-26,1083423,"40.7163270,-73.9860209",SURVEY
9027,2016-09-26,3394115,"40.6886419,-73.9994170",ROUTINE
9027,2016-09-26,3394115,"40.6886419,-73.9994170",ROUTINE
9027,2016-09-26,3394115,"40.6886419,-73.9994170",ROUTINE
9027,2016-09-26,3394115,"40.6886419,-73.9994170",ROUTINE
2460,2016-09-26,1007567,"40.7240390,-73.9977430",SPECIAL
9027,2016-09-26,1034203,"40.7555978,-73.9823094",ROUTINE
9027,2016-09-26,1034203,"40.7555978,-73.9823094",ROUTINE
9027,2016-09-26,1034203,"40.7555978,-73.9823094",ROUTINE
9027,2016-09-26,1034203,"40.7555978,-73.9823094",ROUTINE
9027,2016-09-26,1034203,"40.7555978,-73.9823094",ROUTINE
9027,2016-09-26,1034203,"40.7555978,-73.9823094",ROUTINE
2761,2016-09-26,2007873,"40.8444864,-73.9095710",COMPLAINT
2761,2016-09-26,2007873,"40.8444864,-73.9095710",COMPLAINT
2666,2016-09-26,2098317,"40.8298798,-73.9067654",COMPLAINT
2666,2016-09-26,2098317,"40.8298798,-73.9067654",COMPLAINT
2761,2016-09-26,2007874,"40.8440309,-73.9097761",COMPLAINT
9027,2016-09-26,3343588,"40.6494106,-73.8820357",ROUTINE
9027,2016-09-26,3343588,"40.6494106,-73.8820357",ROUTINE
9027,2016-09-26,2049416,"40.8556190,-73.8648690",ROUTINE
2761,2016-09-26,2008117,"40.8408040,-73.9146870",COMPLAINT
2761,2016-09-26,2008117,"40.8408040,-73.9146870",COMPLAINT
2690,2016-09-26,1063349,"40.6906230,-73.4211879",SPECIAL
9027,2016-09-26,2048781,"40.8533240,-73.8686010",ROUTINE
9027,2016-09-26,2048781,"40.8533240,-73.8686010",ROUTINE
9028,2016-09-26,2007700,"40.8494070,-73.9054040",ROUTINE
9022,2016-09-26,4440393,"40.5953995,-73.7845938",ROUTINE
2714,2016-09-26,3125035,"40.6405745,-73.9822961",SPECIAL
2527,2016-09-26,1014476,"40.7543545,-73.9904196",SPECIAL
2657,2016-09-25,1014948,"40.7439530,-73.9945920",SPECIAL
9027,2016-09-24,2049372,"40.8561100,-73.8693690",ROUTINE
9027,2016-09-24,2049372,"40.8561100,-73.8693690",ROUTINE
2636,2016-09-24,1041175,"40.7676270,-73.9668950",SPECIAL
200,2016-09-24,1004298,"40.7186100,-73.9870052",SPECIAL
9022,2016-09-24,4430788,"40.7730609,-73.9328956",ROUTINE
9027,2016-09-24,1012538,"40.7417779,-74.0057950",ROUTINE
9027,2016-09-24,1012538,"40.7417779,-74.0057950",ROUTINE
2742,2016-09-23,3121734,"40.6353020,-73.9482600",COMPLAINT
9028,2016-09-23,3180612,"40.6178487,-73.9620841",ROUTINE
9027,2016-09-23,3324006,"40.6648080,-73.8791094",ROUTINE
9028,2016-09-23,3180612,"40.6178487,-73.9620841",ROUTINE
9028,2016-09-23,1046991,"40.7831070,-73.9556330",ROUTINE
9028,2016-09-23,1046991,"40.7831070,-73.9556330",ROUTINE
9028,2016-09-23,1046991,"40.7831070,-73.9556330",ROUTINE
9028,2016-09-23,1046991,"40.7831070,-73.9556330",ROUTINE
9028,2016-09-23,1047074,"40.7843710,-73.9547259",ROUTINE
9028,2016-09-23,1047074,"40.7843710,-73.9547259",ROUTINE
9028,2016-09-23,1047074,"40.7843710,-73.9547259",ROUTINE
9028,2016-09-23,1047074,"40.7843710,-73.9547259",ROUTINE
9028,2016-09-23,1046442,"40.7761383,-73.9609884",ROUTINE
9028,2016-09-23,1046442,"40.7761383,-73.9609884",ROUTINE
9027,2016-09-23,3342905,"40.6486548,-73.8842643",ROUTINE
9027,2016-09-23,3343583,"40.6509783,-73.8838022",ROUTINE
9027,2016-09-23,3343583,"40.6509783,-73.8838022",ROUTINE
9027,2016-09-23,3343586,"40.6504515,-73.8825114",ROUTINE
9027,2016-09-23,3343586,"40.6504515,-73.8825114",ROUTINE
9027,2016-09-23,3343586,"40.6504515,-73.8825114",ROUTINE
9027,2016-09-23,3343587,"40.6500674,-73.8818618",ROUTINE
9027,2016-09-23,3343587,"40.6500674,-73.8818618",ROUTINE
9027,2016-09-23,3098293,"40.6486700,-73.8845807",ROUTINE
9027,2016-09-23,3343605,"40.6480191,-73.8801528",ROUTINE
9027,2016-09-23,3343605,"40.6480191,-73.8801528",ROUTINE
9027,2016-09-23,3342905,"40.6486548,-73.8842643",ROUTINE
9027,2016-09-23,1034217,"40.7561533,-73.9826879",ROUTINE
9028,2016-09-23,1046826,"40.7806040,-73.9608315",ROUTINE
9028,2016-09-23,1046826,"40.7806040,-73.9608315",ROUTINE
9028,2016-09-23,1046826,"40.7806040,-73.9608315",ROUTINE
9028,2016-09-23,1046826,"40.7806040,-73.9608315",ROUTINE
9028,2016-09-23,1046826,"40.7806040,-73.9608315",ROUTINE
9028,2016-09-23,3180877,"40.6177746,-73.9604482",ROUTINE
9027,2016-09-23,3398236,"40.6579774,-73.8816013",ROUTINE
9027,2016-09-23,3398236,"40.6579774,-73.8816013",ROUTINE
9028,2016-09-23,1046815,"40.7798893,-73.9602833",ROUTINE
9028,2016-09-23,1046815,"40.7798893,-73.9602833",ROUTINE
2666,2016-09-23,2006549,"40.8162370,-73.8871440",COMPLAINT
9027,2016-09-23,1034240,"40.7564786,-73.9824732",ROUTINE
9027,2016-09-23,1034240,"40.7564786,-73.9824732",ROUTINE
2713,2016-09-23,2017427,"40.8674340,-73.8940810",COMPLAINT
2657,2016-09-23,1014948,"40.7439530,-73.9945920",SPECIAL
9028,2016-09-23,1047037,"40.7844482,-73.9564284",ROUTINE
9027,2016-09-23,3347634,"40.6641310,-73.8812920",ROUTINE
9027,2016-09-23,3086534,"40.6837071,-73.8856625",ROUTINE
2713,2016-09-23,2017805,"40.8826980,-73.8786310",COMPLAINT
2741,2016-09-23,2003313,"40.8386101,-73.9252726",COMPLAINT
9028,2016-09-23,1046991,"40.7830779,-73.9556481",ROUTINE
9028,2016-09-23,1046991,"40.7830779,-73.9556481",ROUTINE
9028,2016-09-23,1046991,"40.7830779,-73.9556481",ROUTINE
9028,2016-09-23,1046991,"40.7830779,-73.9556481",ROUTINE
2777,2016-09-23,1062493,"40.8324270,-73.9403940",SPECIAL
9028,2016-09-23,1047037,"40.7846009,-73.9563077",ROUTINE
1999,2016-09-23,2124477,"40.8145130,-73.8985460",COMPLAINT
2713,2016-09-23,2018567,"40.8745399,-73.8742617",COMPLAINT
2777,2016-09-23,1040752,"40.6541090,-73.9219419","VIOLATION REINSPECTION"
2765,2016-09-23,1085146,"40.7957670,-73.9341150",COMPLAINT
2676,2016-09-23,2127321,"40.8519709,-73.8442463",COMPLAINT
2676,2016-09-23,2127321,"40.8519709,-73.8442463",COMPLAINT
9027,2016-09-23,1076262,"40.7589426,-73.9793564",ROUTINE
9027,2016-09-23,1076262,"40.7589426,-73.9793564",ROUTINE
9027,2016-09-23,1076262,"40.7589426,-73.9793564",ROUTINE
9027,2016-09-23,1076262,"40.7589426,-73.9793564",ROUTINE
9027,2016-09-23,1076262,"40.7589426,-73.9793564",ROUTINE
9027,2016-09-23,1076262,"40.7589426,-73.9793564",ROUTINE
9027,2016-09-23,1076262,"40.7589426,-73.9793564",ROUTINE
9027,2016-09-23,1076262,"40.7589426,-73.9793564",ROUTINE
9027,2016-09-23,1076262,"40.7589426,-73.9793564",ROUTINE
9027,2016-09-23,1076262,"40.7589426,-73.9793564",ROUTINE
9028,2016-09-23,1047067,"40.7847375,-73.9557131",ROUTINE
9028,2016-09-23,1047067,"40.7847375,-73.9557131",ROUTINE
2666,2016-09-23,2091244,"40.8316580,-73.9266190",COMPLAINT
200,2016-09-23,3061593,"40.7215630,-73.9587520",SPECIAL
1999,2016-09-23,2124477,"40.8145130,-73.8985460",COMPLAINT
2765,2016-09-23,1045818,"40.7658710,-73.9550467",COMPLAINT
2362,2016-09-22,1045818,"40.7658710,-73.9550467",SPECIAL
2607,2016-09-22,3049207,"40.6943600,-73.9428540",COMPLAINT
2607,2016-09-22,3049207,"40.6943600,-73.9428540",COMPLAINT
9022,2016-09-22,4430797,"40.7718921,-73.9249241",ROUTINE
2690,2016-09-22,2005463,"40.8211242,-73.8960448",COMPLAINT
9028,2016-09-22,2007689,"40.8513368,-73.9057527",ROUTINE
9028,2016-09-22,2007689,"40.8513368,-73.9057527",ROUTINE
9028,2016-09-22,2007635,"40.8498380,-73.9076110",ROUTINE
9027,2016-09-22,1034217,"40.7561533,-73.9826879",ROUTINE
9027,2016-09-22,1034217,"40.7561533,-73.9826879",ROUTINE
9027,2016-09-22,1034217,"40.7561533,-73.9826879",ROUTINE
9027,2016-09-22,1034217,"40.7561533,-73.9826879",ROUTINE
9027,2016-09-22,1034217,"40.7561533,-73.9826879",ROUTINE
9027,2016-09-22,1034217,"40.7561533,-73.9826879",ROUTINE
9027,2016-09-22,3343595,"40.6500470,-73.8836250",ROUTINE
9027,2016-09-22,3343595,"40.6500470,-73.8836250",ROUTINE
9028,2016-09-22,2007686,"40.8509200,-73.9060960",ROUTINE
9027,2016-09-22,2047874,"40.8493330,-73.8688410",ROUTINE
9027,2016-09-22,2047874,"40.8493330,-73.8688410",ROUTINE
9027,2016-09-22,2047875,"40.8496970,-73.8686309",ROUTINE
9028,2016-09-22,2007637,"40.8496189,-73.9065630",ROUTINE
2584,2016-09-22,2002850,"40.8352080,-73.9188130",SPECIAL
2584,2016-09-22,2002850,"40.8352080,-73.9188130","VIOLATION REINSPECTION"
9027,2016-09-22,3342904,"40.6479290,-73.8850660",ROUTINE
9027,2016-09-22,3342904,"40.6479290,-73.8850660",ROUTINE
9027,2016-09-22,3343597,"40.6482317,-73.8810966",ROUTINE
9027,2016-09-22,3343597,"40.6482317,-73.8810966",ROUTINE
9027,2016-09-22,3343595,"40.6501670,-73.8836844",ROUTINE
9027,2016-09-22,3343595,"40.6501670,-73.8836844",ROUTINE
9027,2016-09-22,3343604,"40.6477377,-73.8808187",ROUTINE
9027,2016-09-22,3343604,"40.6477377,-73.8808187",ROUTINE
9028,2016-09-22,4058561,"40.7272395,-73.8937187",ROUTINE
9028,2016-09-22,4058561,"40.7272395,-73.8937187",ROUTINE
2358,2016-09-22,3115529,"40.6575476,-73.9576893",COMPLAINT
9028,2016-09-22,4058131,"40.7311427,-73.8874014",ROUTINE
9028,2016-09-22,4058131,"40.7311427,-73.8874014",ROUTINE
9028,2016-09-22,4058131,"40.7311427,-73.8874014",ROUTINE
9028,2016-09-22,1046977,"40.7828120,-73.9559290",ROUTINE
9028,2016-09-22,1047093,"40.7856179,-73.9571392",ROUTINE
9028,2016-09-22,1047093,"40.7856179,-73.9571392",ROUTINE
9028,2016-09-22,1047093,"40.7856179,-73.9571392",ROUTINE
9028,2016-09-22,1047093,"40.7856179,-73.9571392",ROUTINE
9028,2016-09-22,1046977,"40.7828120,-73.9559290",ROUTINE
9028,2016-09-22,1046977,"40.7828120,-73.9559290",ROUTINE
9028,2016-09-22,1046925,"40.7828093,-73.9594212",ROUTINE
9028,2016-09-22,1046925,"40.7828093,-73.9594212",ROUTINE
9049,2016-09-22,4593964,"40.7519795,-73.9406311",SURVEY
9028,2016-09-22,1046917,"40.7814080,-73.9574240",ROUTINE
9028,2016-09-22,1046917,"40.7814080,-73.9574240",ROUTINE
9028,2016-09-22,1046917,"40.7814080,-73.9574240",ROUTINE
2689,2016-09-22,1024832,"40.7643340,-73.9841493","VIOLATION REINSPECTION"
9027,2016-09-22,1089439,"40.7648694,-73.9834887",ROUTINE
9027,2016-09-22,1089439,"40.7648694,-73.9834887",ROUTINE
9027,2016-09-22,1089439,"40.7648694,-73.9834887",ROUTINE
9028,2016-09-22,1046921,"40.7819227,-73.9575510",ROUTINE
9028,2016-09-22,1046921,"40.7819227,-73.9575510",ROUTINE
9028,2016-09-22,1046921,"40.7819227,-73.9575510",ROUTINE
9028,2016-09-22,1046921,"40.7819227,-73.9575510",ROUTINE
9028,2016-09-22,1046923,"40.7822440,-73.9586640",ROUTINE
9028,2016-09-22,1046923,"40.7822440,-73.9586640",ROUTINE
9027,2016-09-22,1089439,"40.7649476,-73.9834310",ROUTINE
9027,2016-09-22,1089439,"40.7649476,-73.9834310",ROUTINE
9027,2016-09-22,1089439,"40.7649476,-73.9834310",ROUTINE
2670,2016-09-22,4301174,"40.5989393,-73.7573878",COMPLAINT
9027,2016-09-22,3086211,"40.6815720,-73.8942641",ROUTINE
9027,2016-09-22,3086212,"40.6817170,-73.8939604",ROUTINE
9027,2016-09-22,3086212,"40.6817170,-73.8939604",ROUTINE
9027,2016-09-22,2048776,"40.8520070,-73.8670770",ROUTINE
9027,2016-09-22,3343595,"40.6501670,-73.8836844",ROUTINE
9027,2016-09-22,3343595,"40.6501670,-73.8836844",ROUTINE
9028,2016-09-22,1046924,"40.7823951,-73.9588923",ROUTINE
9028,2016-09-22,1046924,"40.7823951,-73.9588923",ROUTINE
9027,2016-09-22,2114768,"40.8518721,-73.8674178",ROUTINE
9027,2016-09-22,2114768,"40.8518721,-73.8674178",ROUTINE
9027,2016-09-22,1034238,"40.7562801,-73.9823241",ROUTINE
9027,2016-09-22,1034238,"40.7562801,-73.9823241",ROUTINE
9027,2016-09-22,1034238,"40.7562801,-73.9823241",ROUTINE
9027,2016-09-22,1034238,"40.7562801,-73.9823241",ROUTINE
9027,2016-09-22,1034238,"40.7562801,-73.9823241",ROUTINE
9027,2016-09-22,3387645,"40.6634169,-73.8808334",ROUTINE
9027,2016-09-22,3387645,"40.6634169,-73.8808334",ROUTINE
9027,2016-09-22,3387645,"40.6634169,-73.8808334",ROUTINE
9027,2016-09-22,3387645,"40.6634169,-73.8808334",ROUTINE
9027,2016-09-22,3387645,"40.6634169,-73.8808334",ROUTINE
9027,2016-09-22,3387645,"40.6634169,-73.8808334",ROUTINE
2690,2016-09-22,1025180,"40.7632701,-73.9868444",SPECIAL
9028,2016-09-21,2007615,"40.8482490,-73.9081910",ROUTINE
9027,2016-09-21,2047127,"40.8493305,-73.8424845",ROUTINE
9027,2016-09-21,2047127,"40.8493305,-73.8424845",ROUTINE
9027,2016-09-21,2047127,"40.8493305,-73.8424845",ROUTINE
9027,2016-09-21,2047127,"40.8493305,-73.8424845",ROUTINE
9027,2016-09-21,1024843,"40.7643532,-73.9837801",ROUTINE
9027,2016-09-21,1024843,"40.7643532,-73.9837801",ROUTINE
9028,2016-09-21,1046432,"40.7767760,-73.9624650",ROUTINE
9028,2016-09-21,1046432,"40.7767760,-73.9624650",ROUTINE
9027,2016-09-21,3343607,"40.6452063,-73.8772338",ROUTINE
9027,2016-09-21,3343607,"40.6452063,-73.8772338",ROUTINE
9027,2016-09-21,3391210,"40.6430104,-73.8790271",ROUTINE
9027,2016-09-21,3391210,"40.6430104,-73.8790271",ROUTINE
9027,2016-09-21,3340243,"40.6434420,-73.8782178",ROUTINE
9027,2016-09-21,3340243,"40.6434420,-73.8782178",ROUTINE
9028,2016-09-21,1046434,"40.7765094,-73.9622970",ROUTINE
9028,2016-09-21,1046434,"40.7765094,-73.9622970",ROUTINE
9028,2016-09-21,1046434,"40.7765094,-73.9622970",ROUTINE
9028,2016-09-21,1046965,"40.7834883,-73.9586193",ROUTINE
9028,2016-09-21,1046965,"40.7834883,-73.9586193",ROUTINE
9028,2016-09-21,1046965,"40.7834883,-73.9586193",ROUTINE
9028,2016-09-21,3182058,"40.6121560,-73.9547410",ROUTINE
9027,2016-09-21,1024843,"40.7643535,-73.9837815",ROUTINE
9028,2016-09-21,3181959,"40.6122630,-73.9563330",ROUTINE
9027,2016-09-21,1024843,"40.7643535,-73.9837815",ROUTINE
2666,2016-09-21,2119194,"40.8475170,-73.8918780",COMPLAINT
2666,2016-09-21,2119194,"40.8475170,-73.8918780",COMPLAINT
2171,2016-09-21,5039658,"40.5824180,-74.1659155",SURVEY
9022,2016-09-21,4430797,"40.7718921,-73.9249241",ROUTINE
9027,2016-09-21,2125035,"40.8509938,-73.8410948",ROUTINE
9027,2016-09-21,2125035,"40.8509938,-73.8410948",ROUTINE
9027,2016-09-21,2125035,"40.8509938,-73.8410948",ROUTINE
9027,2016-09-21,2125035,"40.8509938,-73.8410948",ROUTINE
9027,2016-09-21,2125035,"40.8509938,-73.8410948",ROUTINE
9027,2016-09-21,4215612,"40.7030850,-73.7992890",ROUTINE
9027,2016-09-21,4215612,"40.7030850,-73.7992890",ROUTINE
9028,2016-09-21,4064869,"40.7336540,-73.8727569",ROUTINE
9028,2016-09-21,4064869,"40.7336540,-73.8727569",ROUTINE
9028,2016-09-21,4064869,"40.7336540,-73.8727569",ROUTINE
9028,2016-09-21,4064869,"40.7336540,-73.8727569",ROUTINE
9028,2016-09-21,4064869,"40.7336540,-73.8727569",ROUTINE
9028,2016-09-21,4064869,"40.7336540,-73.8727569",ROUTINE
9028,2016-09-21,4064869,"40.7336540,-73.8727569",ROUTINE
2689,2016-09-21,1063448,"40.8478780,-73.9408540",SURVEY
2676,2016-09-21,2003556,"40.8425220,-73.9252750",COMPLAINT
2676,2016-09-21,2002850,"40.8352080,-73.9188130",COMPLAINT
9028,2016-09-21,2007634,"40.8489730,-73.9075780",ROUTINE
2687,2016-09-21,3337329,"40.6315250,-73.9431330",COMPLAINT
2687,2016-09-21,3337329,"40.6315250,-73.9431330",COMPLAINT
9027,2016-09-21,1024839,"40.7640090,-73.9829190",ROUTINE
9027,2016-09-21,1024839,"40.7640090,-73.9829190",ROUTINE
9027,2016-09-21,1024839,"40.7640090,-73.9829190",ROUTINE
2274,2016-09-21,2017707,"40.8828362,-73.8820934",SURVEY
9028,2016-09-21,5107484,"40.6013017,-74.0687558",ROUTINE
2689,2016-09-21,1087083,"40.7342236,-73.9903493","VIOLATION REINSPECTION"
2689,2016-09-21,1087083,"40.7342236,-73.9903493","VIOLATION REINSPECTION"
2657,2016-09-21,1029778,"40.7775623,-73.9815947",COMPLAINT
9028,2016-09-21,1046854,"40.7809480,-73.9575270",ROUTINE
9027,2016-09-21,1024897,"40.7657243,-73.9812057",ROUTINE
9027,2016-09-21,1024897,"40.7657243,-73.9812057",ROUTINE
9027,2016-09-21,1024897,"40.7657243,-73.9812057",ROUTINE
9027,2016-09-21,1024897,"40.7657243,-73.9812057",ROUTINE
9027,2016-09-21,1024897,"40.7657243,-73.9812057",ROUTINE
2667,2016-09-21,2003900,"40.8112480,-73.9085100",COMPLAINT
9028,2016-09-21,2007627,"40.8492490,-73.9071520",ROUTINE
9028,2016-09-21,1046457,"40.7769978,-73.9622469",ROUTINE
2715,2016-09-21,1064279,"40.8501865,-73.9365984",COMPLAINT
9027,2016-09-21,1076200,"40.7634762,-73.9819464",ROUTINE
9027,2016-09-21,1076200,"40.7634762,-73.9819464",ROUTINE
9027,2016-09-21,1076200,"40.7634762,-73.9819464",ROUTINE
9028,2016-09-21,3181963,"40.6115714,-73.9562091",ROUTINE
1514,2016-09-21,1065082,"40.8728492,-73.9183464",SPECIAL
9027,2016-09-21,1089439,"40.7649476,-73.9834310",ROUTINE
9027,2016-09-21,1089439,"40.7649476,-73.9834310",ROUTINE
9027,2016-09-21,1089439,"40.7649476,-73.9834310",ROUTINE
9027,2016-09-21,1089439,"40.7649476,-73.9834310",ROUTINE
9027,2016-09-21,1089439,"40.7649476,-73.9834310",ROUTINE
9027,2016-09-21,1089439,"40.7649476,-73.9834310",ROUTINE
9027,2016-09-21,1089439,"40.7649476,-73.9834310",ROUTINE
9027,2016-09-21,1089439,"40.7649476,-73.9834310",ROUTINE
9027,2016-09-21,1089439,"40.7649476,-73.9834310",ROUTINE
9027,2016-09-21,1089439,"40.7649476,-73.9834310",ROUTINE
9027,2016-09-21,1089439,"40.7649476,-73.9834310",ROUTINE
9027,2016-09-21,1089439,"40.7649476,-73.9834310",ROUTINE
9027,2016-09-21,1089439,"40.7649476,-73.9834310",ROUTINE
9027,2016-09-21,1089439,"40.7649476,-73.9834310",ROUTINE
9027,2016-09-21,1089439,"40.7649476,-73.9834310",ROUTINE
9027,2016-09-21,1089439,"40.7649476,-73.9834310",ROUTINE
9027,2016-09-21,1089439,"40.7648694,-73.9834887",ROUTINE
9027,2016-09-21,1089439,"40.7648694,-73.9834887",ROUTINE
9027,2016-09-21,1089439,"40.7648694,-73.9834887",ROUTINE
9027,2016-09-21,1089439,"40.7648694,-73.9834887",ROUTINE
9027,2016-09-21,1089439,"40.7648694,-73.9834887",ROUTINE
9027,2016-09-21,1089439,"40.7648694,-73.9834887",ROUTINE
9027,2016-09-21,1089439,"40.7648694,-73.9834887",ROUTINE
9027,2016-09-21,1089439,"40.7648694,-73.9834887",ROUTINE
9027,2016-09-21,1089439,"40.7648694,-73.9834887",ROUTINE
9027,2016-09-21,1089439,"40.7648694,-73.9834887",ROUTINE
9027,2016-09-21,1089439,"40.7648694,-73.9834887",ROUTINE
9027,2016-09-21,1089439,"40.7648694,-73.9834887",ROUTINE
9027,2016-09-21,1089439,"40.7648694,-73.9834887",ROUTINE
9027,2016-09-21,1089439,"40.7648694,-73.9834887",ROUTINE
9027,2016-09-21,1089439,"40.7648694,-73.9834887",ROUTINE
9027,2016-09-21,1089439,"40.7648694,-73.9834887",ROUTINE
9027,2016-09-21,1076200,"40.7634762,-73.9819464",ROUTINE
9027,2016-09-21,1076200,"40.7634762,-73.9819464",ROUTINE
9027,2016-09-21,1076200,"40.7634762,-73.9819464",ROUTINE
2542,2016-09-21,1089662,"40.8007940,-73.9374780",SPECIAL
2542,2016-09-21,1089662,"40.8007940,-73.9374780",SPECIAL
9027,2016-09-21,1024898,"40.7660281,-73.9816700",ROUTINE
9027,2016-09-21,1024898,"40.7660281,-73.9816700",ROUTINE
9027,2016-09-21,1024898,"40.7660281,-73.9816700",ROUTINE
9027,2016-09-21,1024898,"40.7660281,-73.9816700",ROUTINE
9027,2016-09-21,2103139,"40.8488280,-73.8692780",ROUTINE
2667,2016-09-21,2113113,"40.8140662,-73.9077090",COMPLAINT
9027,2016-09-21,2103885,"40.8483080,-73.8692860",ROUTINE
2460,2016-09-21,1024706,"40.7572270,-73.9867189","VIOLATION REINSPECTION"
9027,2016-09-21,3080412,"40.6819230,-73.9068630",ROUTINE
9027,2016-09-21,1024839,"40.7639112,-73.9828081",ROUTINE
9027,2016-09-21,1024839,"40.7639112,-73.9828081",ROUTINE
